Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
SINTESI SpA,IT0005072167,MLSNT,Euronext Access Paris,EUR,3.3,3.3,3.3,3.3,06/11/2015 15:00,CET,12,39.6
SIOEN,BE0003743573,SIOE,Euronext Brussels,EUR,24.5,24.5,23.4,23.75,28/05/2019 17:35,CET,6293,148985.35
SIPEF,BE0003898187,SIP,Euronext Brussels,EUR,46.25,46.5,46.15,46.25,28/05/2019 17:35,CET,1743,80703.85
SLIGRO FOOD GROUP,NL0000817179,SLIGR,Euronext Amsterdam,EUR,33.35,33.4,33.05,33.3,28/05/2019 17:38,CET,5944,197876.1
SMALTO,FR0011131788,MLSML,Euronext Access Paris,EUR,0.0425,0.0425,0.0425,0.0425,28/05/2019 16:30,CET,60,2.55
SMALTO BSA,FR0010649228,SMLBS,Euronext Access Paris,EUR,0.04,0.04,0.04,0.04,27/12/2016 15:30,CET,115298,4611.92
SMARTPHOTO GROUP,BE0974323553,SMAR,Euronext Brussels,EUR,14,14,14,14,28/05/2019 09:00,CET,100,1400
SMCP,FR0013214145,SMCP,Euronext Paris,EUR,14.04,14.36,13.9,14.18,28/05/2019 17:35,CET,510933,7242674.1
SMTPC,FR0004016699,SMTPC,Euronext Paris,EUR,21.3,21.3,20.3,20.4,28/05/2019 17:29,CET,2011,41481.8
SMURFIT KAPPA GP,IE00B1RR8406,SK3,Euronext Dublin,EUR,24.89,25.4,24.89,25.15,28/05/2019 15:30,UTC,767433,19300925.51
SNOWWORLD,NL0010627865,SNOW,Euronext Amsterdam,EUR,12.7,12.7,12.3,12.3,28/05/2019 11:02,CET,232,2885.6
SOC FRANC CASINOS,FR0010209809,SFCA,Euronext Paris,EUR,1.5,1.5,1.5,1.5,28/05/2019 16:30,CET,40,60
SOCIETE GENERALE,FR0000130809,GLE,Euronext Paris,EUR,23.06,23.07,22.41,22.595,28/05/2019 17:38,CET,7974027,180406844.44
SODEXO,FR0000121220,SW,Euronext Paris,EUR,102.65,102.65,101.55,102,28/05/2019 17:35,CET,264216,26971394.45
SODIFRANCE,FR0000072563,SOA,Euronext Paris,EUR,15.5,15.5,15.5,15.5,24/05/2019 16:30,CET,140,2170
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,0.89,0.89,0.89,0.89,27/05/2019 11:31,CET,450,400.5
SOFIBUS PATRIMOINE,FR0000038804,SFBS,Euronext Paris,EUR,199,200,199,200,27/05/2019 16:30,CET,152,30393
SOFINA,BE0003717312,SOF,Euronext Brussels,EUR,176.6,179.2,176.4,177.2,28/05/2019 17:35,CET,26708,4734353
SOFRAGI,FR0000030140,SOFR,Euronext Paris,EUR,1360,1360,1360,1360,28/05/2019 16:30,CET,32,43520
SOFTIMAT,BE0003773877,SOFT,Euronext Growth Brussels,EUR,3.6,3.6,3.6,3.6,28/05/2019 16:30,CET,1743,6274.8
SOGECLAIR,FR0000065864,SOG,Euronext Paris,EUR,26.1,26.3,26.1,26.3,28/05/2019 17:06,CET,107,2803.9
SOITEC,FR0013227113,SOI,Euronext Paris,EUR,75.95,76.55,75.05,76,28/05/2019 17:35,CET,157408,11948833
SOLOCAL GROUP,FR0012938884,LOCAL,Euronext Paris,EUR,0.753,0.7695,0.75,0.755,28/05/2019 17:35,CET,2442668,1856260.33
SOLUTIONS 30 SE,FR0013379484,ALS30,Euronext Growth Paris,EUR,8.66,9.15,8.625,9.145,28/05/2019 17:37,CET,939805,8500706.48
SOLVAC NOM(RETAIL),BE0003545531,SOLV,Euronext Brussels,EUR,115.5,116,112,112.5,28/05/2019 17:07,CET,4087,462946.5
SOLVAY,BE0003470755,SOLB,"Euronext Brussels, Paris",EUR,86.4,86.94,85.56,85.8,28/05/2019 17:35,CET,314526,27026555.88
SOMFY SA,FR0013199916,SO,Euronext Paris,EUR,81.5,82.2,80.5,81,28/05/2019 17:35,CET,5264,429555.2
SONAE,PTSON0AM0001,SON,Euronext Lisbon,EUR,0.885,0.897,0.8765,0.8905,28/05/2019 21:35,BST,4381412,3889225.14
SONAE CAPITAL,PTSNP0AE0008,SONC,Euronext Lisbon,EUR,0.812,0.812,0.8,0.801,28/05/2019 21:35,BST,171129,136999.53
SONAE IND.SGPS,PTS3P0AM0025,SONI,Euronext Lisbon,EUR,1.14,1.17,1.135,1.14,28/05/2019 21:35,BST,17732,20480.69
"SONAECOM,SGPS",PTSNC0AM0006,SNC,Euronext Lisbon,EUR,2.45,2.47,2.43,2.46,28/05/2019 21:29,BST,4714,11585.23
SONAGI,PTSNG0AM0007,SNG,Euronext Access Lisbon,EUR,3,3,3,3,17/05/2019 15:45,BST,6800,20400
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,105.8,106.6,104.9,106,28/05/2019 17:35,CET,60317,6389381.1
SPADEL,BE0003798155,SPA,Euronext Brussels,EUR,200,200,200,200,28/05/2019 11:30,CET,10,2000
SPEED RABBIT PIZZA,FR0000054371,MLSRP,Euronext Access Paris,EUR,2.32,2.32,2.32,2.32,19/03/2019 16:30,CET,731,1695.92
SPIE,FR0012757854,SPIE,Euronext Paris,EUR,16.61,16.84,16.45,16.55,28/05/2019 17:35,CET,310557,5149264.77
SPINEGUARD,FR0011464452,ALSGD,Euronext Growth Paris,EUR,0.474,0.474,0.449,0.469,28/05/2019 13:38,CET,17557,7930.13
SPINEWAY,FR0011398874,ALSPW,Euronext Growth Paris,EUR,0.068,0.0695,0.0643,0.0664,28/05/2019 17:27,CET,1138327,75949.33
SPIR COMMUNICATION,FR0000131732,SPI,Euronext Paris,EUR,4.02,4.02,3.94,4,28/05/2019 17:20,CET,642,2556.5
SPORTING,PTSCP0AM0001,SCP,Euronext Lisbon,EUR,0.68,0.68,0.68,0.68,28/05/2019 15:30,BST,10,6.8
SQLI,FR0011289040,SQI,Euronext Paris,EUR,21.2,21.45,21.15,21.3,28/05/2019 17:35,CET,4396,93887.2
ST DUPONT,FR0000054199,DPT,Euronext Paris,EUR,0.119,0.119,0.116,0.116,28/05/2019 17:35,CET,50800,5970.2
ST GOBAIN NV19,FR0013383205,SGONV,Euronext Paris,EUR,-,-,-,-,-,-,-,-
STEAM FRANCE,FR0013063559,MLSTM,Euronext Access Paris,EUR,14,14,14,14,07/01/2016 15:00,CET,2,28
STEF,FR0000064271,STF,Euronext Paris,EUR,73.5,73.9,73,73,28/05/2019 17:35,CET,3425,251088.9
STENTYS,FR0010949404,STNT,Euronext Paris,EUR,0.465,0.4745,0.459,0.4745,28/05/2019 17:14,CET,21795,10245.14
STERN GROEP,NL0000336303,STRN,Euronext Amsterdam,EUR,14.75,14.8,14.6,14.6,28/05/2019 16:16,CET,1223,18032.9
STMICROELECTRONICS,NL0000226223,STM,Euronext Paris,EUR,13.705,13.9,13.52,13.54,28/05/2019 17:35,CET,5031238,68481354.31
STRADIM ESPAC.FIN,FR0000074775,ALSAS,Euronext Growth Paris,EUR,7.45,7.45,7.45,7.45,23/05/2019 16:30,CET,85,633.25
STREAMWIDE,FR0010528059,ALSTW,Euronext Growth Paris,EUR,8.2,8.2,8.2,8.2,28/05/2019 11:30,CET,1,8.2
STREAMWIDE BS,FR0012790756,STWDS,Euronext Growth Paris,EUR,0.01,0.01,0.01,0.01,29/06/2018 09:00,CET,6,0.06
STREIT MECANIQUE,FR0000063976,MLSTR,Euronext Access Paris,EUR,11.7,11.7,11.7,11.7,28/03/2019 11:30,CET,134,1567.8
SUCRAF A & B,BE0003463685,SUCR,Euronext Brussels,EUR,0.67,0.67,0.67,0.67,13/05/2019 16:30,CET,15,10.05
SUEZ,FR0010613471,SEV,"Euronext Paris, Brussels",EUR,12.005,12.105,11.975,12.03,28/05/2019 17:35,CET,3397778,40878265.11
SUMO RESOURCES PLC,GB00B8GJBS16,MLSUM,Euronext Access Paris,EUR,0.017,0.017,0.017,0.017,22/05/2019 11:30,CET,2859,48.6
SUPERSONIC IMAGINE,FR0010526814,SSI,Euronext Paris,EUR,1.178,1.194,1.15,1.176,28/05/2019 17:37,CET,33749,39600.82
SWISSFINTECINVEST,CH0309050059,MLSFI,Euronext Access Paris,EUR,0.25,0.25,0.25,0.25,16/04/2019 16:30,CET,20000,5000
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,28.8,29.25,28.7,29.25,28/05/2019 17:35,CET,6041,175163.15
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,31.4,31.45,30.8,31.45,28/05/2019 17:35,CET,8247,258093.65
TAKEAWAY,NL0012015705,TKWY,Euronext Amsterdam,EUR,79.3,80.6,78.9,79.5,28/05/2019 17:35,CET,174238,13876993.1
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,19.46,19.79,19.07,19.11,28/05/2019 17:35,CET,78250,1507705.19
TAYNINH,FR0000063307,TAYN,Euronext Paris,EUR,1.35,1.35,1.35,1.35,29/04/2019 16:30,CET,4,5.4
TEAM,FR0000033466,MLTEA,Euronext Access Paris,EUR,316,316,316,316,28/05/2019 11:30,CET,69,21804
TECHNICOLOR,FR0010918292,TCH,Euronext Paris,EUR,0.921,0.94,0.921,0.934,28/05/2019 17:35,CET,1043228,972194.31
TECHNIPFMC,GB00BDSFG982,FTI,Euronext Paris,EUR,19.79,20,19.62,19.705,28/05/2019 17:37,CET,904147,17873323.56
TECHNOFIRST,FR0011651819,ALFST,Euronext Growth Paris,EUR,0.08,0.08,0.08,0.08,30/04/2019 16:30,CET,2800,224
TEIXEIRA DUARTE,PTTD10AM0000,TDSA,Euronext Lisbon,EUR,0.1185,0.12,0.115,0.1195,28/05/2019 21:35,BST,980603,115558.58
TELECOM ITALIA SPA,IT0003497168,TIT,Traded not listed Brussels,EUR,0.4884,0.4884,0.4878,0.4878,23/05/2019 14:44,CET,3140,1532.98
TELEFONICA,ES0178430E18,TFA,Traded not listed Brussels,EUR,7.21,7.21,7.21,7.21,28/05/2019 10:07,CET,460,3316.6
TELENET GROUP,BE0003826436,TNET,Euronext Brussels,EUR,46.64,48.06,46.64,48.06,28/05/2019 17:35,CET,552966,26527430.68
TELEPERFORMANCE,FR0000051807,TEP,Euronext Paris,EUR,174.2,177.1,173.6,177.1,28/05/2019 17:35,CET,332412,58632697.1
TELEVERBIER,CH0008175645,TVRB,Euronext Paris,EUR,39.8,40.8,39.8,40.8,22/05/2019 16:30,CET,180,7204
TELEVISTA,FR0011076595,MLVST,Euronext Access Paris,EUR,5.8,5.8,5.8,5.8,24/04/2019 11:30,CET,500,2900
TER BEKE,BE0003573814,TERB,Euronext Brussels,EUR,125.5,126,125,125,28/05/2019 15:51,CET,140,17575
TERREIS,FR0010407049,TER,Euronext Paris,EUR,57.4,57.8,57.4,57.6,28/05/2019 17:35,CET,61501,3543291.8
TESCO PLC,GB0008847096,TCO,Euronext Dublin,EUR,-,-,-,-,-,-,-,-
TESSENDERLO,BE0003555639,TESB,Euronext Brussels,EUR,29.9,29.9,29.4,29.4,28/05/2019 17:35,CET,29668,874752.9
TESSI,FR0004529147,TES,Euronext Paris,EUR,115.5,116,114.5,115.5,28/05/2019 17:20,CET,215,24750
TETRAGON FIN GRP,GG00B1RMC548,TFG,Euronext Amsterdam,USD,12.55,12.65,12.55,12.65,28/05/2019 17:35,CET,571,6453.22
TEXAF,BE0974263924,TEXF,Euronext Brussels,EUR,34.2,34.4,33.8,33.8,28/05/2019 17:14,CET,201,6863.8
TF1,FR0000054900,TFI,Euronext Paris,EUR,8.825,8.825,8.59,8.615,28/05/2019 17:35,CET,481094,4156256.27
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,39.3,39.7,38.8,39.1,28/05/2019 15:54,CET,3746,147085
THALES,FR0000121329,HO,Euronext Paris,EUR,98.96,100.05,98,98.68,28/05/2019 17:35,CET,770882,76226902.64
THE BLOCKCHAIN GP,FR0011053636,ALTBG,Euronext Growth Paris,EUR,0.1844,0.1844,0.1762,0.1806,28/05/2019 16:47,CET,49726,8986.4
THE NAVIGATOR COMP,PTPTI0AM0006,NVG,Euronext Lisbon,EUR,3.372,3.378,3.304,3.308,28/05/2019 21:35,BST,1667443,5549576.22
THERACLION,FR0010120402,ALTHE,Euronext Growth Paris,EUR,1.415,1.415,1.255,1.325,28/05/2019 17:35,CET,94509,123384.58
THERADIAG,FR0004197747,ALTER,Euronext Growth Paris,EUR,1.2,1.22,1.15,1.19,28/05/2019 17:23,CET,15647,18382.21
THERADIAG BSAR,FR0013260973,ALTBS,Euronext Growth Paris,EUR,0.0005,0.003,0.0005,0.0005,28/05/2019 16:19,CET,25632,12.85
THERANEXUS,FR0013286259,ALTHX,Euronext Growth Paris,EUR,5.72,5.72,5.7,5.7,28/05/2019 14:38,CET,297,1693.1
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris,EUR,50.2,51.4,50.2,50.6,28/05/2019 17:29,CET,3952,201858.4
THUNDERBIRD,VGG885761061,TBIRD,Euronext Amsterdam,USD,0.119,0.12,0.107,0.12,27/05/2019 17:35,CET,68494,6798.27
TIE KINETIX,NL0010389508,TIE,Euronext Amsterdam,EUR,7,7.25,7,7.25,28/05/2019 17:35,CET,20,143.75
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris,EUR,21.9,21.9,21.6,21.6,28/05/2019 17:35,CET,11074,240656.6
TINC,BE0974282148,TINC,Euronext Brussels,EUR,12.2,12.2,12,12.2,28/05/2019 17:35,CET,25314,307794.3
TIPIAK,FR0000066482,TIPI,Euronext Paris,EUR,74.5,74.5,74.5,74.5,28/05/2019 11:30,CET,10,745
TISCALI,IT0004513666,TISN,Traded not listed Brussels,EUR,0.0193,0.0193,0.0133,0.0133,27/05/2019 12:31,CET,4004,77.25
TIVOLY,FR0000060949,TVLY,Euronext Paris,EUR,28.6,28.6,28,28.4,28/05/2019 13:25,CET,54,1530
TKH GROUP,NL0000852523,TWEKA,Euronext Amsterdam,EUR,43,43.4,42.82,43.28,28/05/2019 17:35,CET,107127,4630324.2
TOMTOM,NL0013332471,TOM2,Euronext Amsterdam,EUR,8.4,8.482,8.351,8.411,28/05/2019 17:38,CET,985474,8279335.49
TOOLUX SANDING,LU0394945660,ALTLX,Euronext Growth Paris,EUR,1.6,1.6,1.6,1.6,25/03/2015 15:30,CET,1650,2640
TOQUEBLANCHEMONDE,FR0011668821,MLTBM,Euronext Access Paris,EUR,1.7,1.7,1.7,1.7,23/05/2019 11:30,CET,50,85
TOTAL,FR0000120271,FP,"Euronext Paris, Brussels",EUR,48,48.145,47.52,47.52,28/05/2019 17:37,CET,8622164,410761728.37
TOTAL GABON,GA0000121459,EC,Euronext Paris,EUR,148.5,150,148.5,150,28/05/2019 17:35,CET,328,48944.5
TOTAL PRODUCE PLC,IE00B1HDWM43,T7O,Euronext Growth Dublin,EUR,1.578,1.62,1.566,1.61,28/05/2019 15:30,UTC,183099,293190.42
TOUAX,FR0000033003,TOUP,Euronext Paris,EUR,5.16,5.16,5.06,5.1,28/05/2019 16:02,CET,914,4693.78
TOUPARGEL GROUPE,FR0000039240,TOU,Euronext Paris,EUR,0.424,0.428,0.424,0.424,28/05/2019 17:29,CET,2360,1009.68
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris,EUR,39.9,40,39.7,39.8,28/05/2019 17:35,CET,734,29261.7
TOUTABO,FR0010621722,MLABO,Euronext Access Paris,EUR,1.01,1.01,1.01,1.01,29/01/2019 11:37,CET,80,80.8
TOYOTA CAETANO,PTSCT0AP0018,SCT,Euronext Lisbon,EUR,2.78,2.8,2.78,2.8,28/05/2019 20:40,BST,109990,305862
TPSH,FR0011040690,MLPSH,Euronext Access Paris,EUR,0.191,0.191,0.191,0.191,17/12/2018 11:30,CET,3070,586.37
TRAMWAYS DE ROUEN,FR0000031866,MLTRA,Euronext Access Paris,EUR,3180,3180,3180,3180,15/05/2019 16:30,CET,3,9540
TRANSGENE,FR0005175080,TNG,Euronext Paris,EUR,2.94,2.975,2.905,2.95,28/05/2019 17:35,CET,20344,59824.26
TRAQUEUR,FR0004043487,ALTRA,Euronext Growth Paris,EUR,0.955,0.955,0.955,0.955,28/05/2019 11:30,CET,1,0.96
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,71,72.4,70.2,70.3,28/05/2019 17:35,CET,37884,2691674.3
TRILOGIQ,FR0010397901,ALTRI,Euronext Growth Paris,EUR,3.34,3.34,3.34,3.34,28/05/2019 11:30,CET,486,1623.24
TROC ILE,FR0000031106,MLTRO,Euronext Access Paris,EUR,4.4,4.4,4.4,4.4,28/03/2019 16:30,CET,1,4.4
TROIS CHENES,FR0000076481,MLTRC,Euronext Access Paris,EUR,11.9,11.9,11.9,11.9,21/05/2019 16:30,CET,253,3010.7
TRONICS,FR0004175099,ALTRO,Euronext Growth Paris,EUR,12,12,12,12,15/04/2019 16:30,CET,120,1440
TTI,FR0010383877,ALTTI,Euronext Growth Paris,EUR,0.535,0.535,0.535,0.535,27/05/2019 11:30,CET,133,71.17
TUBIZE-FIN,BE0003823409,TUB,Euronext Brussels,EUR,60.3,60.8,60.3,60.5,28/05/2019 17:35,CET,8083,489063.2
TULLOW OIL PLC,GB0001500809,TQW,Euronext Dublin,EUR,2.344,2.385,2.339,2.385,28/05/2019 14:08,UTC,1800,4238.64
TXCOM,FR0010654087,ALTXC,Euronext Growth Paris,EUR,6.5,6.5,6.5,6.5,28/05/2019 11:30,CET,180,1170
U&I LEARNING,BE0003847648,UNI,Euronext Access Brussels,EUR,2.1,2.1,2.1,2.1,03/05/2019 16:30,CET,97,203.7
U10,FR0000079147,ALU10,Euronext Growth Paris,EUR,1.56,1.56,1.55,1.55,28/05/2019 14:47,CET,4628,7174.66
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris,EUR,70.62,71.8,70.52,71.5,28/05/2019 17:35,CET,730089,52118367.72
UCAR,FR0011070457,ALUCR,Euronext Growth Paris,EUR,16.4,16.4,16.4,16.4,28/05/2019 09:00,CET,1,16.4
UCARE SERVICES BEL,BE0003838555,PNSB,Euronext Access Brussels,EUR,1.01,1.01,1.01,1.01,10/04/2019 11:30,CET,80,80.8
UCB,BE0003739530,UCB,Euronext Brussels,EUR,69.3,70.3,69.3,70.3,28/05/2019 17:35,CET,514289,36095489.48
UMALIS GROUP,FR0011776889,MLUMG,Euronext Access Paris,EUR,6.9,7,6.9,7,28/05/2019 16:45,CET,4000,27800
UMANIS,FR0013263878,ALUMS,Euronext Growth Paris,EUR,8.38,8.38,8.32,8.32,28/05/2019 15:23,CET,2244,18783.46
UMICORE,BE0974320526,UMI,Euronext Brussels,EUR,27.66,28.21,27.31,27.42,28/05/2019 17:36,CET,1983391,54622148.09
UN TOIT POUR TOI,FR0013180189,MLUTP,Euronext Access Paris,EUR,8.5,8.5,8.5,8.5,15/02/2019 11:30,CET,110,935
UNI.METALG.HT-SEI.,FR0005783503,MLUMH,Euronext Access Paris,EUR,44.2,44.2,44.2,44.2,27/03/2019 16:30,CET,1,44.2
UNIBAIL-RODAMCO-WE,FR0013326246,URW,"Euronext Amsterdam, Paris",EUR,139.65,139.9,136.55,137.95,28/05/2019 17:38,CET,587784,81121293.35
UNIBEL,FR0000054215,UNBL,Euronext Paris,EUR,710,710,710,710,20/05/2019 11:30,CET,6,4260
UNILEVER DR,NL0000009355,UNA,Euronext Amsterdam,EUR,54.9,54.9,54.11,54.38,28/05/2019 17:36,CET,9647046,524878146.13
UNILEVER OS,NL0000388619,UNIA,Euronext Amsterdam,EUR,54.6,55,54.4,54.6,28/05/2019 17:11,CET,1975,107723.6
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris,EUR,17.5,18.45,17.5,18.1,28/05/2019 17:35,CET,4700,84869.95
UNION PAC CORP,US9078181081,UNPA,Traded not listed Brussels,USD,104.55,104.55,104.55,104.55,22/12/2016 16:30,CET,78,8154.9
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris,EUR,0.526,0.526,0.504,0.522,28/05/2019 17:14,CET,8332,4238.12
UNITI,FR0012709160,MLUNT,Euronext Access Paris,EUR,3.02,3.02,3.02,3.02,21/05/2019 11:30,CET,346,1044.92
UPERGY,FR0010337865,ALUPG,Euronext Growth Paris,EUR,5.95,5.95,5.95,5.95,28/05/2019 17:13,CET,4,23.8
URW NV 19,FR0013384328,URWNV,Euronext Amsterdam,EUR,-,-,-,-,-,-,-,-
UV GERMI,FR0011898584,ALUVI,Euronext Growth Paris,EUR,3.32,3.32,3.32,3.32,28/05/2019 09:00,CET,1,3.32
V LANSCHOT KEMPEN,NL0000302636,VLK,Euronext Amsterdam,EUR,20.8,21.05,20.75,21,28/05/2019 17:35,CET,21262,444762.1
VAA VISTA ALEGRE,PTVAA0AM0019,VAF,Euronext Lisbon,EUR,1.45,1.45,1.45,1.45,28/05/2019 20:30,BST,160,232
VALBIOTIS,FR0013254851,ALVAL,Euronext Growth Paris,EUR,3.89,3.89,3.85,3.85,28/05/2019 17:29,CET,570,2205.61
VALE,US91912E1055,VALE3,Euronext Paris,EUR,10.8,10.8,10.8,10.8,24/05/2019 17:29,CET,110,1188
VALEO,FR0013176526,FR,Euronext Paris,EUR,26.79,27.35,26.62,26.69,28/05/2019 17:38,CET,1728495,46364399.55
VALLOUREC,FR0000120354,VK,Euronext Paris,EUR,2.159,2.185,2.113,2.116,28/05/2019 17:38,CET,4461893,9544980.59
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,3.39,3.415,3.36,3.385,28/05/2019 17:35,CET,24132,81596.57
VALNEVA PREF,FR0011472943,VLAP,Euronext Paris,EUR,0.066,0.074,0.066,0.074,28/05/2019 09:01,CET,200,14
VALONEO,FR0012833770,MLVAL,Euronext Access Paris,EUR,14.3,14.3,14.3,14.3,25/09/2018 16:30,CET,10,143
VALUE8,NL0010661864,VALUE,Euronext Amsterdam,EUR,5.58,5.6,5.58,5.58,28/05/2019 16:04,CET,10777,60182.58
VALUE8 CUM PREF,NL0009875483,PREVA,Euronext Amsterdam,EUR,28.2,28.2,28.2,28.2,22/05/2019 16:30,CET,80,2256
VAN DE VELDE,BE0003839561,VAN,Euronext Brussels,EUR,26,26,25.05,25.5,28/05/2019 17:35,CET,6640,169488.6
VASTNED,NL0000288918,VASTN,Euronext Amsterdam,EUR,29.8,29.8,29.2,29.35,28/05/2019 17:35,CET,55906,1641549.9
VASTNED RETAIL BEL,BE0003754687,VASTB,Euronext Brussels,EUR,48.3,48.5,47.5,47.5,28/05/2019 17:35,CET,1268,60888.5
VELCAN HOLDINGS,FR0010245803,ALVEL,Euronext Growth Paris,EUR,8,8.1,7.92,7.94,28/05/2019 17:20,CET,3916,31301.06
VENN LIFE SCIENCES,GB00B9275X97,CRO,Euronext Growth Dublin,EUR,0.03,0.03,0.03,0.03,08/04/2019 08:45,UTC,16667,500.01
VENTE UNIQUE.COM,FR0010766667,ALVU,Euronext Growth Paris,EUR,4.06,4.06,4,4.05,28/05/2019 17:21,CET,7604,30689.34
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris,EUR,20.7,20.88,20.63,20.76,28/05/2019 17:39,CET,2229043,46240634.35
VEON,BMG9349W1038,VEON,Euronext Amsterdam,EUR,2.15,2.17,2.15,2.16,28/05/2019 17:35,CET,2655,5744.36
VERGNET,FR0004155240,ALVER,Euronext Growth Paris,EUR,0.284,0.288,0.275,0.28,28/05/2019 17:35,CET,125568,35359.07
VERGNET BSA,FR0013328689,VERBS,Euronext Growth Paris,EUR,0.011,0.011,0.011,0.011,28/05/2019 11:08,CET,60,0.66
VERIZON COMM.,US92343V1044,VERIZ,Traded not listed Brussels,USD,34.91,34.91,34.91,34.91,05/03/2012 16:30,CET,328,11450.48
VERNEUIL FINANCE,FR0000062465,VRNL,Euronext Paris,EUR,1.52,1.52,1.52,1.52,17/05/2019 16:30,CET,941,1430.32
VERNEY CARRON,FR0006174496,MLVER,Euronext Access Paris,EUR,9.85,9.85,9.85,9.85,28/05/2019 11:30,CET,20,197
VETOQUINOL,FR0004186856,VETO,Euronext Paris,EUR,53.8,53.8,53.2,53.6,28/05/2019 17:35,CET,301,16117.8
VGP,BE0003878957,VGP,Euronext Brussels,EUR,74.2,74.8,73.8,73.8,28/05/2019 17:35,CET,4467,331538.8
VIALIFE,FR0010326090,ALVIA,Euronext Growth Paris,EUR,20,20,20,20,24/12/2018 11:30,CET,1,20
VICAT,FR0000031775,VCT,Euronext Paris,EUR,43.6,44.15,43.5,44.1,28/05/2019 17:35,CET,22953,1011246
VIDELIO,FR0000066680,VDLO,Euronext Paris,EUR,1.95,1.98,1.95,1.98,28/05/2019 10:58,CET,281,553.85
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,4.85,4.85,4.85,4.85,28/05/2019 15:07,CET,431,2090.35
VILMORIN & CIE,FR0000052516,RIN,Euronext Paris,EUR,49.8,50.3,49.15,49.95,28/05/2019 17:35,CET,8567,426591.25
VINCI,FR0000125486,DG,Euronext Paris,EUR,90.32,90.44,89.3,89.6,28/05/2019 17:38,CET,1302647,116775136.5
VIOHALCO,BE0974271034,VIO,Euronext Brussels,EUR,3.18,3.495,3.18,3.31,28/05/2019 16:04,CET,16300,55044.54
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,167.6,172.8,167.4,167.6,28/05/2019 17:35,CET,14899,2526075.8
VISIATIV,FR0004029478,ALVIV,Euronext Growth Paris,EUR,21.4,21.95,21.4,21.8,28/05/2019 17:35,CET,7104,152815.6
VISIO NERF,FR0010033480,MLVIS,Euronext Access Paris,EUR,1.45,1.45,1.45,1.45,14/05/2019 16:30,CET,5,7.25
VISIODENT,FR0000065765,SDT,Euronext Paris,EUR,2.5,2.5,2.5,2.5,27/05/2019 16:30,CET,10,25
VISIOMED BSA18T2.3,FR0013365277,VMGBW,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
VISIOMED BSA18T2.4,FR0013372471,VMGBX,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
VISIOMED BSA2018-1,FR0013322724,VMGBS,Euronext Growth Paris,EUR,0.005,0.005,0.005,0.005,27/05/2019 15:20,CET,1680,8.4
VISIOMED BSA2018-2,FR0013352317,VMGBU,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
VISIOMED BSA2018-3,FR0013356441,VMGBV,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
VISIOMED GROUP,FR0011067669,ALVMG,Euronext Growth Paris,EUR,0.0415,0.0435,0.0407,0.0411,28/05/2019 17:35,CET,5735487,239136.82
VISIOMEDBSA26OCT23,FR0013321817,VMGBT,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
VIVENDI,FR0000127771,VIV,Euronext Paris,EUR,23.41,23.91,23.39,23.63,28/05/2019 17:38,CET,17208025,407041775.24
VOGO,FR0011532225,ALVGO,Euronext Growth Paris,EUR,8.86,8.86,8.86,8.86,28/05/2019 09:00,CET,1,8.86
VOLKERWESSELS,NL0012294466,KVW,Euronext Amsterdam,EUR,16.62,16.68,16.42,16.46,28/05/2019 17:35,CET,48100,793065.96
VOLKSWAGEN,DE0007664005,VWA,Traded not listed Brussels,EUR,147.5,148.4,146.05,148.4,28/05/2019 13:39,CET,62,9115
VOLKSWAGEN PREF,DE0007664039,VWAP,Traded not listed Brussels,EUR,154,154,154,154,23/04/2019 15:37,CET,15,2310
VOLTA FINANCE,GG00B1GHHH78,VTA,Euronext Amsterdam,EUR,6.94,6.96,6.94,6.96,28/05/2019 15:39,CET,5448,37901.02
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,10.4,10.65,10.25,10.65,28/05/2019 17:35,CET,6828,71502.2
VOLUNTIS,FR0004183960,VTX,Euronext Paris,EUR,3.05,3.05,2.81,2.81,28/05/2019 17:35,CET,1129,3252.43
